iter	F1	Logloss
210	0.7864055818	0.4524177321
211	0.7871558256	0.4518417292
212	0.7879810939	0.4508999334
213	0.7878333271	0.4505048537
214	0.7882472138	0.4499534288
215	0.7888201088	0.4494747319
216	0.7894263217	0.4487050397
217	0.7896670666	0.4483006713
218	0.7896690033	0.4478699372
219	0.7904011999	0.447388662
220	0.7897558964	0.4468283453
221	0.7905686546	0.4461020765
222	0.7911766909	0.445590432
223	0.7910861423	0.4449401182
224	0.7914778897	0.4445388069
225	0.7922944307	0.4438419265
226	0.7924245265	0.4433739655
227	0.7937317238	0.4429097903
228	0.7941231588	0.4425654922
229	0.7940614104	0.4422046701
230	0.7940316413	0.4418632276
231	0.7947074478	0.4415524715
232	0.7939875553	0.4412009286
233	0.7945287615	0.4406955089
234	0.7952935886	0.4401052185
235	0.7955039341	0.439612798
236	0.7956070317	0.4393908096
237	0.7961747609	0.4387615484
238	0.7962046205	0.438124432
239	0.7966717889	0.4377164255
240	0.7968668016	0.4372674897
241	0.7971367537	0.4369558074
242	0.7978739332	0.4365209443
243	0.7981283923	0.4360880231
244	0.7982331362	0.4358367362
245	0.7984881937	0.4354211349
246	0.799071891	0.4349709676
247	0.7988023952	0.4343374997
248	0.7984441037	0.4338173074
249	0.7991174931	0.4333435673
250	0.7993567448	0.4330144732
251	0.8000299244	0.4327827484
252	0.8001196888	0.4324944612
253	0.8006728972	0.4323287416
254	0.8007773086	0.4320608382
255	0.801091344	0.4317416885
256	0.8013900826	0.4312008971
257	0.8007775992	0.430708546
258	0.8014507927	0.4299756675
259	0.8014351385	0.4295804983
260	0.8019132319	0.4290890719
261	0.8021973915	0.4283851191
262	0.8031960572	0.4278258033
263	0.8032695107	0.4276155671
264	0.8035674304	0.4271788336
265	0.8042399134	0.4267149835
266	0.8048980811	0.4263969313
267	0.8060771212	0.426073824
268	0.8063612947	0.4257699034
269	0.8073147975	0.425225232
270	0.8073880597	0.42484259
271	0.8076334167	0.4244535734
272	0.808988764	0.4237659543
273	0.8094616274	0.4231493792
274	0.8090071953	0.4229229399
275	0.8098680778	0.4224046599
276	0.809903796	0.4220302274
277	0.8093106535	0.42147915
278	0.8091027793	0.4210601542
279	0.8093550673	0.4205862757
280	0.8095610993	0.4203985205
281	0.8096658711	0.4199115046
282	0.809784838	0.4196818576
283	0.8095558044	0.4190386898
284	0.8099148873	0.4185279988
285	0.8098241947	0.4184034185
286	0.8100783875	0.418213566
287	0.8103222915	0.4178888976
288	0.8112629771	0.4174990468
289	0.8116873412	0.4169156466
290	0.8116082767	0.4166893774
291	0.8125864195	0.4162887131
292	0.8126915315	0.4160460439
293	0.8133427963	0.4155840772
294	0.8131490474	0.415136638
295	0.813265611	0.4146917946
296	0.8131950146	0.4141115389
297	0.81321142	0.4136916694
298	0.8138692942	0.4130510977
299	0.8144830161	0.4124484887
300	0.8147484699	0.4121483278
301	0.8152462015	0.4118071996
302	0.8155999254	0.4114889744
303	0.8157708232	0.4113487681
304	0.8157570784	0.4110825977
305	0.8160859509	0.4106420289
306	0.816072228	0.410402602
307	0.8165168414	0.4098746096
308	0.8167363392	0.4093779066
309	0.8170412964	0.4090164021
310	0.8170686179	0.4085949016
311	0.8183209526	0.4080266745
312	0.8188099951	0.4076566015
313	0.8192951016	0.4073734469
314	0.8196072575	0.4070412433
315	0.819827554	0.406521108
316	0.8199828377	0.4062015694
317	0.8198030145	0.4059810777
318	0.8200708823	0.4056545423
319	0.8208264956	0.4052319575
320	0.8205988738	0.4050529572
321	0.8205415082	0.4048787244
322	0.8205893323	0.4046424523
323	0.8204841296	0.4044468746
324	0.8207251567	0.4041796288
325	0.8206467012	0.4039945759
326	0.8208877285	0.4038289395
327	0.8212473888	0.4036102777
328	0.8210353451	0.4033241316
329	0.8210675519	0.4031164364
330	0.8213659592	0.402809994
331	0.8212646894	0.4024167637
332	0.8217164179	0.4020554869
333	0.8221600448	0.4017645139
334	0.8222960116	0.4015335345
335	0.8229108401	0.4008166143
336	0.8236609639	0.4005016104
337	0.8234241622	0.400385358
338	0.8235337981	0.3999622602
339	0.8244029851	0.3995592199
340	0.8242184586	0.3989833296
341	0.8239641657	0.3986340171
342	0.8242980884	0.3982889485
343	0.8241401203	0.3979822232
344	0.8244120941	0.3975884048
345	0.8253636703	0.39723467
346	0.8255744554	0.3970403532
347	0.8259166698	0.3967132155
348	0.8258858635	0.3964431734
349	0.8261226317	0.3958909231
350	0.8266169618	0.3954743845
351	0.8268464375	0.395096323
352	0.827000447	0.3947725433
353	0.8280335508	0.3944299622
354	0.8284319207	0.3942062088
355	0.8284883721	0.3941011563
356	0.8283317801	0.3938783327
357	0.8282722903	0.3936107026
358	0.8284574964	0.3933609976
359	0.8288174127	0.3931327952
360	0.8290773532	0.3927588566
361	0.8291592129	0.3923869612
362	0.8289846429	0.3921099726
363	0.8289645401	0.3917173623
364	0.82841913	0.3913671747
365	0.8286843675	0.3910617226
366	0.8292191811	0.3904392857
367	0.8295429125	0.3900398252
368	0.8300014919	0.3896731573
369	0.8305444788	0.388982199
370	0.8309297559	0.3885733438
371	0.831173667	0.3880539771
372	0.8308459563	0.3878682546
373	0.8311311274	0.3874597964
374	0.8312432553	0.3873169255
375	0.8314046512	0.387101816
376	0.8320297952	0.3868236285
377	0.8322907358	0.3864607361
378	0.8324650194	0.3861960428
379	0.8327320067	0.385855
380	0.8331040637	0.3854613342
381	0.8332279775	0.3853207345
382	0.8334263497	0.385015325
383	0.833699252	0.3846948745
384	0.8342942161	0.3843496263
385	0.8344927644	0.3840834239
386	0.8345923418	0.3839518765
387	0.8354034957	0.3835329921
388	0.8359973236	0.3829648321
389	0.8363055432	0.3826570619
390	0.8361136913	0.3823848475
391	0.8365095286	0.3821094174
392	0.8367377256	0.381751205
393	0.8369105087	0.3815483414
394	0.8366323764	0.3810569919
395	0.8368915457	0.3807712778
396	0.8373404571	0.3804325935
397	0.8374716995	0.3801430377
398	0.8376030296	0.3796861178
399	0.8380415012	0.3791756959
400	0.8381228187	0.3788364369
401	0.8384175759	0.3786982296
402	0.8382522181	0.3784286636
403	0.8378930176	0.3780249936
404	0.838527753	0.3777479384
405	0.8386881353	0.377296891
406	0.8398130286	0.3768155484
407	0.8401453898	0.3763915228
408	0.8401809552	0.3761369792
409	0.8404034411	0.3758166663
410	0.8403099626	0.3757348179
411	0.8405711107	0.3754887798
412	0.8408248034	0.37518682
413	0.841210952	0.3749974577
414	0.8418670229	0.3745817188
415	0.8422106825	0.3743707154
416	0.8419724686	0.3740229456
417	0.8423356581	0.3736256636
418	0.8426753719	0.373239185
419	0.8428200371	0.3727181612
420	0.8430310227	0.3723848633
421	0.843124884	0.3722218112
422	0.8432071269	0.3721072252
423	0.8431175968	0.3719225928
424	0.8431838432	0.3717903823
425	0.8431838432	0.3715498788
426	0.8436177322	0.3712836891
427	0.8437778438	0.3710529317
428	0.8439147546	0.3709152529
429	0.8438834231	0.3706953438
430	0.8439808456	0.3703800059
431	0.8440319287	0.3701319002
432	0.8439460884	0.3698805649
433	0.843762766	0.3696875037
434	0.8437941024	0.3692995091
435	0.844244631	0.3689764021
436	0.844013522	0.3687224393
437	0.8446659723	0.3684516859
438	0.8448609252	0.3681096557
439	0.8452872281	0.3677619595
440	0.8453416611	0.3675423712
441	0.8454988287	0.3673043991
442	0.845313313	0.3668445903
443	0.8457363765	0.3665502486
444	0.8460137521	0.3660421071
445	0.846105271	0.3656607121
446	0.8465852119	0.3654136044
447	0.8466480966	0.3651463613
448	0.8463397405	0.3648468905
449	0.8464998699	0.36464692
450	0.8465199286	0.3643811008
451	0.8467912749	0.3639427339
452	0.8472511144	0.3636269554
453	0.8471855842	0.3634790278
454	0.8478349597	0.3630909366
455	0.8484241007	0.3627093749
456	0.8484780995	0.3624906651
457	0.8486580794	0.3621209563
458	0.8487098571	0.3619119893
459	0.8489977728	0.3615264359
460	0.849107706	0.3612566642
461	0.849107706	0.3610030259
462	0.8491869013	0.3607338682
463	0.8497047573	0.3604975003
464	0.8499368546	0.3602963066
465	0.8497567136	0.3600912472
466	0.8498013442	0.3597670086
467	0.8499201901	0.3595081812
468	0.8498032519	0.3593342266
469	0.8501113586	0.3591613668
470	0.8505789786	0.359021285
471	0.8508664514	0.3588521369
472	0.851103282	0.3584382524
473	0.8514851485	0.3579513762
474	0.8519603843	0.357761527
475	0.8519081705	0.3574536706
476	0.8517268242	0.3571482991
477	0.8515674272	0.3567153073
478	0.8515990206	0.3563526902
479	0.8518752087	0.3560332165
480	0.8517790227	0.3557352931
481	0.851853226	0.3555628363
482	0.8519933247	0.3554134883
483	0.8518436086	0.3552026507
484	0.8521623025	0.3550356566
485	0.8521926245	0.3548059119
486	0.8523410255	0.3547263858
487	0.852456583	0.3544640154
488	0.8534095549	0.3540491795
489	0.8534837967	0.3539037596
490	0.8535797795	0.35357254
491	0.853666679	0.3532222562
492	0.8539317507	0.353094359
493	0.8539726129	0.352797668
494	0.8539409233	0.3524897644
495	0.8541001855	0.3520973103
496	0.8542269725	0.3518694119
497	0.85432282	0.3514643473
498	0.8546729492	0.3511740377
499	0.85477948	0.3510344422
500	0.8549595667	0.3509330738
501	0.8549063254	0.3506513373
502	0.8547357482	0.3502841643
503	0.8551601291	0.3500503639
504	0.8556264846	0.3496520327
505	0.8556900007	0.349497968
506	0.8555097799	0.3493550043
507	0.8561676869	0.3489944649
508	0.8563693677	0.3488384769
509	0.8563587138	0.348697633
510	0.8565601127	0.348479633
511	0.8564861157	0.3482608527
512	0.8564011274	0.3478620616
513	0.856581241	0.347730173
514	0.8563376103	0.3475618138
515	0.8565810951	0.3473795018
516	0.8567400096	0.3471813778
517	0.8568460111	0.3469808008
518	0.8570792355	0.3468590464
519	0.8573230918	0.3467427148
520	0.8573230918	0.3463419077
521	0.857821841	0.3460104851
522	0.8575884734	0.3457528287
523	0.8573761972	0.3456216958
524	0.8575035271	0.3454142184
525	0.8575985756	0.3452604354
526	0.8578316828	0.3451610962
527	0.8574713496	0.3449748862
528	0.857439549	0.3449597928
529	0.8577255367	0.3448011954
530	0.8576619332	0.3445533689
531	0.857587664	0.3443708159
532	0.8581168711	0.3440606583
533	0.8580535172	0.343925336
534	0.8584772778	0.3437918724
535	0.8585618977	0.3435250999
536	0.8584881177	0.3432483962
537	0.8583614583	0.34305263
538	0.858393619	0.3427980227
539	0.8584993138	0.3427045471
540	0.8583299329	0.3425885785
541	0.8584146296	0.3422937348
542	0.8587960387	0.3420177947
543	0.8588065126	0.3417692069
544	0.8590604027	0.3415014304
545	0.8590922575	0.3413230979
546	0.8590604027	0.3411356272
547	0.8594949383	0.3408420627
548	0.8595586872	0.3408071269
549	0.8595059714	0.3406102287
550	0.8596536764	0.3404109959
551	0.8600778787	0.3402611005
552	0.8600674999	0.3401734201
553	0.8599295383	0.3400879366
554	0.8598879697	0.3399252467
555	0.8605134293	0.3397063386
556	0.8606083086	0.3395775475
557	0.8603339518	0.3394415195
558	0.860578172	0.3392223534
559	0.8606730734	0.3390958314
560	0.8607472821	0.3389470139
561	0.8609069992	0.3388596946
562	0.8607472821	0.338726948
563	0.8609585992	0.3383977867
564	0.8609689146	0.3383202887
565	0.8610431041	0.3382053926
566	0.8611584959	0.3380242531
567	0.8611801357	0.3378538861
568	0.8615201988	0.3375666501
569	0.8615521591	0.3374763865
570	0.8615943911	0.3372810252
571	0.8617108094	0.3370875429
572	0.861700549	0.336982919
573	0.8617119958	0.3366988244
574	0.8620830396	0.3364256401
575	0.862631657	0.336016921
576	0.8628367847	0.335909094
577	0.8624744945	0.3356553901
578	0.863299763	0.3355333089
579	0.8633738152	0.3353525633
580	0.8632779238	0.335193334
581	0.8634579785	0.335072098
582	0.8634292699	0.3348661141
583	0.8634612535	0.3347669128
584	0.863755879	0.3345989425
585	0.8639899252	0.3345072932
586	0.8644086619	0.3343882794
587	0.8643967432	0.3342603318
588	0.8646107142	0.3340112167
589	0.8647128478	0.3337315721
590	0.8650529277	0.3334575917
591	0.8656307806	0.3329985844
592	0.8657147085	0.3328183819
593	0.8659145552	0.3325379126
594	0.8659885334	0.3322160965
595	0.866146392	0.3320582807
596	0.866328758	0.3318780063
597	0.8665803588	0.3316380473
598	0.8668318479	0.3314124376
599	0.8667874441	0.3311228429
600	0.86673569	0.3307322711
601	0.8669502497	0.3305296426
602	0.8668959651	0.3302385045
603	0.8672016567	0.3299139191
604	0.8673397685	0.3295252669
605	0.8677863273	0.3293496092
606	0.8678184307	0.3289933229
607	0.8678505364	0.3288891449
608	0.8680278148	0.3287020066
609	0.868072512	0.3284753767
610	0.8680948681	0.3283200446
611	0.868072512	0.3281661317
612	0.8682887147	0.3279248803
613	0.8686555026	0.3275696832
614	0.8684142419	0.3273870756
615	0.8687197309	0.3271448676
616	0.8688966919	0.3270296206
617	0.8693658717	0.3267575904
618	0.8693755315	0.3263665103
619	0.8694173322	0.3262818075
620	0.8694301668	0.3260765354
621	0.8694301668	0.325877938
622	0.8693658717	0.3256541293
623	0.8695973675	0.3255573338
624	0.86963916	0.3255065814
625	0.8697131026	0.3253801676
626	0.8697452583	0.3251702757
627	0.8698417394	0.3250478064
628	0.8700828157	0.3248023885
629	0.8702244906	0.3246683007
630	0.8701087359	0.3245372988
631	0.8698739045	0.3244093943
632	0.8698609879	0.3243511435
633	0.8699349305	0.3241331599
634	0.8698192036	0.3240276958
635	0.869893149	0.3238647375
636	0.8700828157	0.323616744
637	0.8707317073	0.323408645
638	0.8706064974	0.3232517347
639	0.8708187026	0.3229045287
640	0.8711071706	0.3226558426
641	0.8711225997	0.3223351827
642	0.8712476461	0.3221947753
643	0.871717209	0.3219736067
644	0.8716338517	0.321922592
645	0.8715731915	0.3217812106
646	0.871489802	0.3216981896
647	0.8715220042	0.321397535
648	0.8717816113	0.321131677
649	0.8719199084	0.3210226672
650	0.8724088239	0.3207987767
651	0.8727662088	0.3206203338
652	0.8724291991	0.3205125847
653	0.8727702478	0.3201819176
654	0.8727877332	0.3198612732
655	0.87282938	0.3196990758
656	0.8730135265	0.3193826999
657	0.8733873055	0.3190943032
658	0.8736558146	0.3188928461
659	0.8737526794	0.3187553692
660	0.8738682139	0.3186547433
661	0.8739651094	0.3184989753
662	0.873951443	0.3184012189
663	0.8741731643	0.3182670861
664	0.8741731643	0.3180999898
665	0.8745011086	0.3178528768
666	0.8744502347	0.3177115565
667	0.8747413538	0.3174931249
668	0.8748475779	0.3174024082
669	0.875189303	0.3172413439
670	0.8755171395	0.3169514949
671	0.8756002068	0.3168557438
672	0.8755079424	0.3167103383
673	0.8756093958	0.3165772422
674	0.8756832619	0.316385129
675	0.8757479501	0.3162920341
676	0.8757986483	0.316090614
677	0.8758541721	0.3159217828
678	0.87591888	0.3156560737
679	0.876034279	0.3155063883
680	0.8760757951	0.3152485314
681	0.87653227	0.3149783912
682	0.8765231519	0.3148790328
683	0.8765231519	0.3147276815
684	0.8764907876	0.3144638494
685	0.8757435803	0.3142299982
686	0.87591888	0.3140641132
687	0.8759097122	0.3139422856
688	0.8763339611	0.3138042172
689	0.876366322	0.3135924496
690	0.8765737493	0.3133670259
691	0.8764907876	0.3132399255
692	0.8762052532	0.3130777651
693	0.8762235438	0.3129853348
694	0.876232687	0.3129742137
695	0.8763065559	0.3128143894
696	0.8764360386	0.3125423401
697	0.8763297872	0.3124422186
698	0.8763397147	0.3122940008
699	0.8765058015	0.3121738033
